no	smiles	active_g10	active_g20	active_g40	active_g60	active_g80	active_g100	N_matches	atom_match_count	c1ccccc1CNCC	c1ccccc1Cc1ccccc1	c1ccccc1CN2CCCCC2	CCNCc1ccccc1	Cc1ccccc1	Oc1ccccc1	c1ccccc1C(F)(F)F	CCOc1ccccc1	c1ccccc1CCNC	COc1ccccc1	n1ccccc1C	NCCc1ccccc1	c1cc(C)ccc1C	n1ccccc1	CCc1ccccc1
D1561	COc1ccc2c(n1)c(ccn2)NC(=O)C1(O)CCC(CC1)NCc1ncc2c(c1)OCCO2	0	0					2.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
D1562	COc1cccc2c1nc(N)n1c2nc(n1)CN1CCN(C[C@H]1C)c1cccc(c1)F	0	0					2.0	"[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1563	COc1cccc2c1nc(N)n1c2nc(n1)CN1CCN(C[C@H]1C)c1nsnc1Cl	0	0					2.0	"[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1564	COc1cncc(c1)c1cc(NC(=O)C)nc(n1)n1nc(cc1C)C	0	0					1.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
D1565	COCCCc1cc(OCCOC)cc(c1)CN(C(=O)[C@H]1CNCC[C@@]21OCc1c2cc(F)c(c1)F)C1CC1	0	0					7.0	"[0. 0. 0. 1. 2. 7. 7. 7. 3. 2. 1. 0. 0. 7. 7. 7. 2. 2. 2. 0. 2. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
D1566	COCCCc1cc(OCCOC)cc(c1)CN(C(=O)[C@H]1CNCC[C@@]21OCCc1c2cccc1)C1CC1	0	0					7.0	"[0. 0. 0. 1. 2. 7. 7. 7. 3. 2. 1. 0. 0. 7. 7. 7. 2. 2. 2. 0. 2. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
D1567	Fc1ccc(cc1)[C@@H]1CNC(=O)C21CCN(CC2)[C@@H]1COCC[C@@]1(O)c1ccccc1	0	0					4.0	"[0. 4. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
D1568	Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CN1CCS(=O)(=O)CC1	0	0					7.0	"[0. 4. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 1. 3. 3.
 3. 3. 3. 2. 2. 2. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
D1569	N#CC1CCC(CC1)N1CC(C1)NC(=O)CNc1nn(c2c1cc(cc2)C(F)(F)F)C	0	0					2.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2.
 2. 2. 2. 1. 1. 1. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D1570	NCC1CCN(C1)c1c(F)cc2c(c1OC)n(cc(c2=O)C(=O)O)C1CC1	0	0					3.0	"[0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 2. 3. 3. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0.
 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
D1571	NS(=O)(=O)c1ccc(cc1)OCCN1CCCCC1	0	0					3.0	[0. 0. 0. 0. 3. 3. 3. 3. 3. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1572	O=C(N1CCC(C1)NC1CCC(CC1)(O)c1ccc(cn1)c1nccs1)CNC(=O)c1cccc(c1)C(F)(F)F	0	0					6.0	"[0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 2. 2. 2. 2. 2. 0. 0. 0.
 0. 0. 2. 2. 3. 0. 4. 4. 4. 4. 4. 4. 1. 1. 1. 1.]"	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
D1573	O=C(NC1CN(C1)C1CC[C@](CC1)(O)c1cccnc1)CNc1nn(c2c1cc(cc2)C(F)(F)F)C	0	0					3.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.
 0. 2. 2. 2. 2. 2. 2. 2. 1. 1. 1. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
D1574	O=C1OCCN1C1CCN(CC1)Cc1ccc(cc1)Oc1nc2c(s1)cccc2	0	0					6.0	"[0. 0. 0. 0. 0. 0. 1. 3. 3. 3. 1. 1. 4. 6. 6. 6. 6. 6. 6. 2. 1. 0. 0. 0.
 0. 0. 0. 0. 0.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1575	O=C1OCCN1C5CCN(Cc4ccc(Oc3nc2ccccc2s3)cc4)CC5	0	0					6.0	"[0. 0. 0. 0. 0. 0. 1. 3. 3. 3. 4. 6. 6. 6. 6. 2. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 6. 6. 1. 1.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1576	O=C2CN(CCc1ccc(F)cc1)CCN2C5CCc4cc(CN3CCS(=O)(=O)CC3)ccc4C5	0	0					7.0	"[0. 0. 1. 2. 3. 4. 4. 4. 4. 4. 0. 4. 4. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3. 2.
 2. 2. 0. 0. 0. 0. 0. 3. 3. 3. 1.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
D1577	O=C2NC[C@@H](c1ccc(F)cc1)C25CCN([C@@H]3COCC[C@@]3(O)c4ccccc4)CC5	0	0					4.0	"[0. 1. 2. 3. 4. 4. 4. 4. 4. 0. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
D1578	OCC(=O)N1CCN(CC1)c1ccc(cc1)Nc1nccc(n1)c1cnc(n1C(C)C)C	0	0					0.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D1579	CNC(=O)c1cc(ccc1OC(F)F)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)N1CCOC[C@H]1C	0	0					5.0	"[0. 0. 1. 0. 3. 3. 4. 3. 3. 3. 2. 1. 0. 0. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
D1580	COc1ccc(cc1)c1n[nH]c(c1)NC(=O)CCCCN1CCCN(CC1)C(=O)C	0	0					3.0	"[1. 2. 3. 3. 3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1581	O=C1COc2c(N1)nc(cc2)CNC1CCN(CC1)CCN1C(=O)COc2c1cc(cc2)[N+](=O)[O-]	0	0					5.0	"[0. 0. 0. 0. 2. 2. 0. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 2. 3. 3. 3. 3. 3. 3. 3. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
D1582	OC(c1ncc(s1)C(Cc2cc[n](=O)cc2)c3ccc(OC(F)F)c(OC4CC4)c3)(C(F)(F)F)C(F)(F)F	0	0					6.0	"[0. 0. 0. 0. 0. 1. 0. 2. 0. 1. 1. 1. 1. 0. 1. 1. 5. 5. 5. 5. 2. 1. 0. 0.
 5. 1. 1. 1. 0. 5. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
D1583	CC(=O)N1CCN2C(C1)CNc1cc(n3c(CCC2)c(C)c2c3CC(CC2=O)(C)C)ccc1C(=O)N	0	0					1.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D1584	Clc1cc(C(=O)N[C@@H]2CCN(C[C@@H]2OC)CCCCCC(O[C@H]2C3CCN(C2)CC3)=O)c(OC)cc1N	0	0					5.0	"[0. 5. 5. 5. 3. 0. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 5. 2. 1. 5. 5. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1585	CC#Cc1cncc(c1)c1cc(ccc1O)C1(N=C(C(=N1)C)N)C1CC1	0	0					4.0	"[0. 0. 0. 1. 1. 1. 1. 2. 1. 3. 3. 3. 3. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 1.
 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
D1586	COc1cc(N)c(Cl)cc1C(=O)N[C@@H]4CCN(CCCCCC(=O)O[C@H]2CN3CCC2CC3)C[C@@H]4OC	0	0					5.0	"[1. 2. 5. 5. 5. 0. 5. 0. 5. 5. 3. 0. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1587	O(CC[N+](C)C)C(c1ccccc1)c1ccccc1	0	0					3.0	[0. 0. 0. 0. 0. 0. 3. 3. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
D1588	N#Cc1cnc(s1)Nc1nccc(c1)CN1CCN(CC1)C(=O)N	0	0					1.0	[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
D1589	N#Cc3cnc(Nc2cc(CN1CCN(C(N)=O)CC1)ccn2)s3	0	0					1.0	[0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0.]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
D1590	COc1ccc2c(c1)c(ccn2)[C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)C1CC(C1)c1ccccc1)O	0	0					5.0	"[1. 2. 2. 2. 2. 3. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 2. 0. 2. 2. 2. 2. 2. 2. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
D1591	N[C@@H]1COCC[C@H]1Nc1cc2cc[nH]c(=O)c2c(n1)Nc1cccc2c1[nH]cc2	0	0					1.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
D1592	FC(F)Oc1ccc(cc1OC(C)(C)C)[C@H](C=1C=C[C@@H](NC=1)C(O)(C)C)c1cc[n+]([O-])cc1	0	0					6.0	"[0. 1. 0. 2. 5. 5. 5. 5. 5. 5. 1. 1. 1. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 1. 1. 1. 0. 1. 1.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
D1593	Fc1ccc(cc1)CCN1CC(=O)N(CC1)[C@H]1CCc2cc(ccc2C1)CN([C@@H](C(=O)N(C)C)CO)C	0	0					7.0	"[0. 4. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3. 3.
 3. 1. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
D1594	Fc1ccc(cc1)CCN1CC(=O)N(CC1)[C@H]1CCc2cc(ccc2C1)CN1CCN(CC1)C(=O)C	0	0					7.0	"[0. 4. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3. 3.
 3. 1. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
D1595	Fc1ccc(F)cc1C=1CN(C(=O)[C@H](NC(OCCO)=O)C(C)(C)C)[C@H](C=1)c1ccccc1	0	0					6.0	"[0. 4. 4. 4. 4. 0. 4. 4. 6. 5. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 2. 0. 2. 2. 2. 2. 2. 2.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
D1596	[H][C@@]3(c1ccccc1)C=C(c2cc(F)ccc2F)CN3C(=O)[C@@H](NC(=O)OCCO)C(C)(C)C	0	0					6.0	"[4. 4. 4. 4. 4. 4. 4. 1. 4. 2. 2. 2. 0. 2. 2. 2. 0. 4. 4. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
D1597	C[C@@H](Oc4cccc5ncnc(Nc3ccc1c(cnn1c2ccccn2)c3)c45)C(=O)N(C)C	0	0					4.0	"[1. 2. 3. 3. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.
 1. 1. 1. 0. 3. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
D1598	CC#CC(c1ccc(cc1F)Oc1ccc(cc1OC(F)F)C(F)(F)F)CC(=O)O	0	0					5.0	"[0. 0. 1. 2. 3. 3. 3. 4. 3. 3. 0. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 1. 1.
 1. 1. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
D1599	CC(=O)N5CCN(Cc4ccc3CC([N@]2CCN(CCc1ccc(F)cc1)CC2=O)CCc3c4)CC5	0	0					7.0	"[0. 0. 0. 0. 2. 2. 2. 4. 7. 7. 7. 7. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 7. 7. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
D1600	CC(N1CCN(CC1)Cc1cnc(c(c1)C)c1ccc(cc1)C(=O)Nc1ccccc1N)C	0	0					4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 4. 2. 2. 0. 3. 2. 2. 2. 2. 2. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
D1601	Cc1cc(cnc1c1ccc(cc1)C(=O)Nc1ccccc1N)CN1CCC1	0	0					4.0	"[0. 2. 2. 2. 2. 2. 4. 3. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
D1602	Cc1cccc(c1)C(c1ccccc1)(c1ccccc1)CCC(C(=O)O)N	0	0					3.0	"[1. 2. 2. 2. 2. 3. 2. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
D1603	CC1CN(CC(N1)C)Cc1ccc(cc1)n1ccnc1C(=O)N1CCC(CC1)Nc1cccc(c1)F	0	0					3.0	"[0. 2. 2. 2. 0. 0. 0. 0. 3. 3. 3. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D1604	CCc1cc(ccc1C)C(c1ccccc1)(c1ccccc1)SCC(C(=O)O)N	0	0					4.0	"[1. 2. 4. 4. 4. 4. 4. 4. 1. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
D1605	CCN1CCN(CC1)c1ccc(cn1)C(NC(=O)c1cc2[nH]c3ccccc3c(=O)c2cc1F)(C)C	0	0					4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 3. 1. 1. 2. 2. 3. 0. 3. 3. 3. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 3. 3. 3. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
D1606	CCN1CCN(CC1)c2ccc(cn2)C(C)(C)NC(=O)c3cc4[nH]c5ccccc5c(=O)c4cc3F	0	0					4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 3. 1. 1. 2. 0. 0. 2. 3. 0. 3. 3. 3. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
D1607	CCN1CCN(CC1)Cc1cnc(c(c1)C#N)c1ccc(cc1)C(=O)Nc1ccccc1N	0	0					4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 4. 2. 2. 0. 0. 3. 2. 2. 2. 2. 2. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
D1608	CCN1CCN(CC1)Cc1cnc(c(c1)C)c1ccc(cc1)C(=O)Nc1ccccc1N	0	0					4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 4. 2. 2. 0. 3. 2. 2. 2. 2. 2. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
D1609	CCOC(=O)C1CCC(CC1)N1CC(C1)NC(=O)CNc1nn(c2c1cc(cc2)C(F)(F)F)S(=O)(=O)C	0	0					2.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.
 2. 2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D1610	CCS(=O)(=O)n1c2CCN(Cc2c2c1ccc(c2)C(=O)N1CCC(CC1)C)C1COCC1	0	0					4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 4. 4. 4. 4. 4. 4. 0. 3. 3. 3. 1.
 1. 1. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D1611	Clc1ccc2c(c1)[C@](O)(c1ccccc1)C(=N2)N	0	0					4.0	[0. 3. 3. 3. 3. 4. 3. 4. 0. 2. 2. 2. 2. 2. 2. 1. 0. 1.]	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
D1612	CN(C(=O)c1ccc(cc1)n1cccn1)C1CCN(C1)C1CCC1	0	0					3.0	[0. 2. 3. 0. 3. 3. 3. 3. 3. 3. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0.]	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D1613	CN(C)C(=O)C(CO)N(C)Cc4ccc3CC([N@]2CCN(CCc1ccc(F)cc1)CC2=O)CCc3c4	0	0					7.0	"[0. 0. 0. 2. 0. 2. 0. 0. 2. 0. 4. 7. 7. 7. 7. 4. 3. 2. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 7. 7.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
D1614	COc1cc(ccc1Oc1ccc(cc1NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)Cl)C(=O)NCCN1CCCC1	0	0					6.0	"[1. 2. 4. 4. 4. 4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2.
 2. 2. 1. 1. 1. 0. 0. 2. 0. 2. 2. 2. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1615	COc1cc(ccc1OCCN1CCCC1)N1Cc2c(C1=O)nc(cc2)Sc1ccc(cc1)F	0	0					5.0	"[1. 2. 3. 3. 3. 3. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 2. 2. 1. 0. 2. 2.
 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
D1616	COc1ccc(cc1)C(c1ccccc1)(c1ccccc1)SC[C@@H](C(=O)O)N	0	0					5.0	"[1. 2. 4. 4. 4. 5. 4. 4. 3. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
D1617	COc1ccc(cc1)c1nnc(o1)C(=O)N1CC(C1)Oc1ccc(cc1)CN1CCOCCC1	0	0					6.0	"[1. 2. 3. 3. 3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 3. 3. 3. 3.
 3. 3. 2. 2. 2. 2. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
D1618	COc1ccc(cc1)c1nnc(o1)C(=O)N1CCC(CC1)Oc1ccc(nc1)CN1CCCC1	0	0					5.0	"[1. 2. 3. 3. 3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2.
 2. 2. 2. 2. 1. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
D1619	COc1ccc2c(c1)c(ccn2)NC(=O)C1CCC(CC1)NCc1ccc2c(c1)OCCO2	0	0					7.0	"[1. 2. 2. 2. 2. 3. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 2. 2. 0. 0. 2. 3. 4.
 4. 4. 4. 4. 4. 0. 1. 1. 1.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
